unnamed:_0;sku;nome;gênero;marca;indicado_para;altura_do_cano;color;value;description;media_rating;number_reviews;size;images;url_product;gola;material;time/atleta;manga;dimensões_aproximadas;garantia_do_fabricante;origem;estilo_da_peça;composição;tecnologia;peso_do_produto;definição_da_tecnologia;recomendações_de_uso;kit_composto_por;alça;aba;fechamento;capacidade;compartimento;linha;departamento_bs;cós;tipo_de_uso;capuz;bolso;personalização;categoria;pisada;itens_inclusos;importante;nível;circunferência;obs;modelo;solado;tipo;material_interno;classificação_indicativa;console;classificação;sac;faixa_preco;value_normalized
667;BRJ-8926-006-74;Boné New Era 59Fifty Fitted Chicago Bulls 59Fifty Day 2025 Masculino;Masculino;new era;dia a dia;Não Informado;Preto;3599.0;o boné new era 59fifty é confeccionado em tecido leve e recebe a bandeira new era na lateral esquerda moderna a aba reta é estilosa e proteje o rosto dos raios solares as vias respiráveis na parte superior ficam responsáveis por dissipar a umidade e garantem aquela sensação agradável de bemestar muito resistente conta com costuras reforçadas o que contribui no aumento da durabilidade os fitteds da new era são como tênis tem um número específico para cada tamanho para medir a sua cabeça use uma fita métrica exatamente onde a sweatband a faixa de tecido na parte interna do cap aonde vão as etiquetas de tamanho vai ficar quando o boné estiver em sua cabeça;0.0;0;8, 7 1/4, 7 1/2, 7 3/8, 7 3/4, 7 5/8, 7 7/8, 7 1/8, 8 1/4, 8 1/8;"https://static.lojanba.com/produtos/bone-new-era-59fifty-fitted-chicago-bulls-59fifty-day-2025-masculino/06/BRJ-8926-006/BRJ-8926-006_zoom1.jpg?ts=1760066841&ims=544x; https://static.lojanba.com/produtos/bone-new-era-59fifty-fitted-chicago-bulls-59fifty-day-2025-masculino/06/BRJ-8926-006/BRJ-8926-006_zoom2.jpg?ts=1760066841&ims=544x; https://static.lojanba.com/produtos/bone-new-era-59fifty-fitted-chicago-bulls-59fifty-day-2025-masculino/06/BRJ-8926-006/BRJ-8926-006_zoom3.jpg?ts=1760066841&ims=544x; https://static.lojanba.com/produtos/bone-new-era-59fifty-fitted-chicago-bulls-59fifty-day-2025-masculino/06/BRJ-8926-006/BRJ-8926-006_zoom4.jpg?ts=1760066841&ims=544x; https://static.lojanba.com/produtos/bone-new-era-59fifty-fitted-chicago-bulls-59fifty-day-2025-masculino/06/BRJ-8926-006/BRJ-8926-006_zoom5.jpg?ts=1760066841&ims=544x; https://static.lojanba.com/produtos/bone-new-era-59fifty-fitted-chicago-bulls-59fifty-day-2025-masculino/06/BRJ-8926-006/BRJ-8926-006_zoom6.jpg?ts=1760066841&ims=544x";https://www.lojanba.com/p/bone-new-era-59fifty-fitted-chicago-bulls-59fifty-day-2025-masculino-BRJ-8926-006;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;97% Poliéster 3% Elastano;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Aba Reta;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.01636043292222502
668;BRJ-7617-014-02;Camiseta NBA Chicago Bulss Core New Era Masculina;Masculino;new era;dia a dia;Não Informado;Branco;12999.0;essa camiseta é confeccionada em malha de qualidade e com um caimento perfeito oferece um toque diferenciado e macio à pele além de não limitar os movimentos a clássica bandeira new era na manga esquerda assegura toda autenticidade que só a new era proporciona;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-nba-chicago-bulss-core-new-era-masculina/14/BRJ-7617-014/BRJ-7617-014_zoom1.jpg?ts=1747823134&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-chicago-bulss-core-new-era-masculina/14/BRJ-7617-014/BRJ-7617-014_zoom2.jpg?ts=1747823134&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-chicago-bulss-core-new-era-masculina/14/BRJ-7617-014/BRJ-7617-014_zoom3.jpg?ts=1747823134&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-chicago-bulss-core-new-era-masculina/14/BRJ-7617-014/BRJ-7617-014_zoom4.jpg?ts=1747823134&ims=544x";https://www.lojanba.com/p/camiseta-nba-chicago-bulss-core-new-era-masculina-BRJ-7617-014;Gola Careca;Algodão;Chicago Bulls;Manga Curta;Medidas da Peça ( Tamanho G) - Ombro: 54 cm, Tórax: 122 cm, Comprimento: 77 cm;Contra defeito de fabricação;Nacional;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.06367983891266046
669;BRJ-8804-138-01;Boné New Era 9Forty Aframe Trucker Los Angeles Lakers Allstar Game 2025 Fan Pack Grove Masculino;Masculino;new era;dia a dia;Não Informado;Marrom;2499.0;este boné apresenta uma marca do los angeles lakers bordada nos painéis camuflados frontais com uma parte traseira de malha detalhes adicionais incluem um logotipo da equipe no lado direito um fecho tipo snapback na parte traseira e uma contraaba na cor cinza;0.0;0;Único;"https://static.lojanba.com/produtos/bone-new-era-9forty-aframe-trucker-los-angeles-lakers-allstar-game-2025-fan-pack-grove-masculino/38/BRJ-8804-138/BRJ-8804-138_zoom1.jpg?ts=1745836554&ims=544x; https://static.lojanba.com/produtos/bone-new-era-9forty-aframe-trucker-los-angeles-lakers-allstar-game-2025-fan-pack-grove-masculino/38/BRJ-8804-138/BRJ-8804-138_zoom2.jpg?ts=1745836554&ims=544x; https://static.lojanba.com/produtos/bone-new-era-9forty-aframe-trucker-los-angeles-lakers-allstar-game-2025-fan-pack-grove-masculino/38/BRJ-8804-138/BRJ-8804-138_zoom3.jpg?ts=1745836554&ims=544x; https://static.lojanba.com/produtos/bone-new-era-9forty-aframe-trucker-los-angeles-lakers-allstar-game-2025-fan-pack-grove-masculino/38/BRJ-8804-138/BRJ-8804-138_zoom4.jpg?ts=1745836554&ims=544x; https://static.lojanba.com/produtos/bone-new-era-9forty-aframe-trucker-los-angeles-lakers-allstar-game-2025-fan-pack-grove-masculino/38/BRJ-8804-138/BRJ-8804-138_zoom5.jpg?ts=1745836554&ims=544x; https://static.lojanba.com/produtos/bone-new-era-9forty-aframe-trucker-los-angeles-lakers-allstar-game-2025-fan-pack-grove-masculino/38/BRJ-8804-138/BRJ-8804-138_zoom6.jpg?ts=1745836554&ims=544x";https://www.lojanba.com/p/bone-new-era-9forty-aframe-trucker-los-angeles-lakers-allstar-game-2025-fan-pack-grove-masculino-BRJ-8804-138;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Aba Curva;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.010823055625471936
671;BRJ-90E3-010-01;BONE NEW ERA COLOUR BLOCK 9FORTY CHIBUL STNBLK;Unissex;new era;dia a dia;Não Informado;Cinza;2399.0;bone new era colour block 9forty chibul stnblk;0.0;0;Único;"https://static.lojanba.com/produtos/bone-new-era-colour-block-9forty-chibul-stnblk/10/BRJ-90E3-010/BRJ-90E3-010_zoom1.jpg?ts=1768911010&ims=544x; https://static.lojanba.com/produtos/bone-new-era-colour-block-9forty-chibul-stnblk/10/BRJ-90E3-010/BRJ-90E3-010_zoom2.jpg?ts=1768911010&ims=544x; https://static.lojanba.com/produtos/bone-new-era-colour-block-9forty-chibul-stnblk/10/BRJ-90E3-010/BRJ-90E3-010_zoom3.jpg?ts=1768911010&ims=544x; https://static.lojanba.com/produtos/bone-new-era-colour-block-9forty-chibul-stnblk/10/BRJ-90E3-010/BRJ-90E3-010_zoom4.jpg?ts=1768911010&ims=544x; https://static.lojanba.com/produtos/bone-new-era-colour-block-9forty-chibul-stnblk/10/BRJ-90E3-010/BRJ-90E3-010_zoom5.jpg?ts=1768911010&ims=544x; https://static.lojanba.com/produtos/bone-new-era-colour-block-9forty-chibul-stnblk/10/BRJ-90E3-010/BRJ-90E3-010_zoom6.jpg?ts=1768911010&ims=544x";https://www.lojanba.com/p/bone-new-era-colour-block-9forty-chibul-stnblk-BRJ-90E3-010;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Aba Curva;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.010319657689403473
672;BRJ-6213-016-02;Camiseta New Era NBA Chicago Bulls Core Logo Vermelha;Masculino;new era;dia a dia;Não Informado;Vermelho;1099.0;composição 100 algodão cor predominante vermelho indicado para casual time chaicago bulls escudo estampado gênero masculino origem nacional manga curta gola careca dimensões aproximadas a x l p 69 x 53 cm m 71 x 55 cm g 73 x 57 cm gg 75 x 59 cm;0.0;0;P, G, GG;"https://static.lojanba.com/produtos/camiseta-new-era-nba-chicago-bulls-core-logo-vermelha/16/BRJ-6213-016/BRJ-6213-016_zoom1.jpg?ts=1771467628&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-nba-chicago-bulls-core-logo-vermelha/16/BRJ-6213-016/BRJ-6213-016_zoom2.jpg?ts=1771467628&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-nba-chicago-bulls-core-logo-vermelha/16/BRJ-6213-016/BRJ-6213-016_zoom3.jpg?ts=1771467628&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-nba-chicago-bulls-core-logo-vermelha/16/BRJ-6213-016/BRJ-6213-016_zoom4.jpg?ts=1771467628&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-nba-chicago-bulls-core-logo-vermelha/16/BRJ-6213-016/BRJ-6213-016_zoom5.jpg?ts=1771467628&ims=544x";https://www.lojanba.com/p/camiseta-new-era-nba-chicago-bulls-core-logo-vermelha-BRJ-6213-016;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.003775484520513466
673;BRJ-7613-006-03;Camiseta NBA Back Ro Black New Era NBI25TSH025 Masculina;Masculino;new era;dia a dia;Não Informado;Preto;17999.0;essa camiseta é confeccionada em malha de qualidade e com um caimento perfeito oferece um toque diferenciado e macio à pele além de não limitar os movimentos a clássica bandeira new era na manga esquerda assegura toda autenticidade que só a new era proporciona;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-nba-back-ro-black-new-era-nbi25tsh025-masculina/06/BRJ-7613-006/BRJ-7613-006_zoom1.jpg?ts=1747823110&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-back-ro-black-new-era-nbi25tsh025-masculina/06/BRJ-7613-006/BRJ-7613-006_zoom2.jpg?ts=1747823110&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-back-ro-black-new-era-nbi25tsh025-masculina/06/BRJ-7613-006/BRJ-7613-006_zoom3.jpg?ts=1747823110&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-back-ro-black-new-era-nbi25tsh025-masculina/06/BRJ-7613-006/BRJ-7613-006_zoom4.jpg?ts=1747823110&ims=544x";https://www.lojanba.com/p/camiseta-nba-back-ro-black-new-era-nbi25tsh025-masculina-BRJ-7613-006;Gola Careca;Algodão;NBAlogo;Manga Curta;Medidas da Peça ( Tamanho G) - Ombro: 54 cm, Tórax: 118 cm, Comprimento: 77 cm;Contra defeito de fabricação;Nacional;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.08884973571608357
674;BRJ-2508-066-03;MOLETOM CANGURU FECHADO NBA WORLD AZUL/VERMELHO/BRANCO NEW ERA;Masculino;new era;dia a dia;Não Informado;Azul e Vermelho;4369.0;trazendo toda a essência autêntica da new era para o seu dia a dia o moletom new era é uma ótima opção para os dias mais frios é confeccionado em moletom macio e não limita os movimentos pois é flexível e maleável cai muito bem no corpo e proporciona leve toque com a pele sendo ótimo complemento ao visual oferecendo maciez por meio do forro macio eleva os patamares da autenticidade e confere bemestar durante o uso recebe mangas longa e tags personalizadas da new era garantindo toda a exclusividade que só a marca proporciona;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/moletom-canguru-fechado-nba-world-azulvermelhobranco-new-era/66/BRJ-2508-066/BRJ-2508-066_zoom1.jpg?ts=1747761673&ims=544x; https://static.lojanba.com/produtos/moletom-canguru-fechado-nba-world-azulvermelhobranco-new-era/66/BRJ-2508-066/BRJ-2508-066_zoom2.jpg?ts=1747761673&ims=544x; https://static.lojanba.com/produtos/moletom-canguru-fechado-nba-world-azulvermelhobranco-new-era/66/BRJ-2508-066/BRJ-2508-066_zoom3.jpg?ts=1747761673&ims=544x";https://www.lojanba.com/p/moletom-canguru-fechado-nba-world-azulvermelhobranco-new-era-BRJ-2508-066;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;50% Algodão - 50% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.020236597029952178
675;C61-5681-006-02;Moletom NBA Los Angeles Lakers Mitchell & Ness Masculino;Masculino;mitchell & ness;dia a dia;Não Informado;Preto;4999.0;exiba sua paixão pelos lakers com o moletom nba los angeles lakers mitchell  ness masculino indispensável na coleção dos amantes da nba este moletom masculino é a escolha perfeita para unir conforto e atitude celebrando a história do time de los angeles confeccionado em algodão de alta qualidade proporciona maciez e aquecimento ideal para os dias mais frios ou para um visual streetstyle o design autêntico traz o emblema do time centralizado e na manga o nome da equipe no capuz e um prático bolso canguru garantindo um visual inconfundível não perca tempo  peça já o seu moletom lakers e vista o legado do basquete;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom1.jpg?ts=1775185997&ims=544x; https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom2.jpg?ts=1775185997&ims=544x; https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom3.jpg?ts=1775185997&ims=544x; https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom4.jpg?ts=1775185997&ims=544x; https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom5.jpg?ts=1775185997&ims=544x; https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom6.jpg?ts=1775185997&ims=544x; https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom7.jpg?ts=1775185997&ims=544x; https://static.lojanba.com/produtos/moletom-nba-los-angeles-lakers-mitchell-&-ness-masculino/06/C61-5681-006/C61-5681-006_zoom8.jpg?ts=1775185997&ims=544x";https://www.lojanba.com/p/moletom-nba-los-angeles-lakers-mitchell-ness-masculino-C61-5681-006;Não Informado;Poliéster;Los Angeles Lakers;Não Informado;Medidas da Peça( Tamanho G)- Ombro:59 cm, Tórax: 124 cm,Manga:70 cm, Comprimento:72 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Com logo;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Com Capuz;Canguru;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.023408004027183488
677;BRJ-7816-006-02;Camiseta NBA Chicago Bulls Fan New Era Masculina;Masculino;new era;dia a dia;Não Informado;Preto;16999.0;essa camiseta é confeccionada em malha de qualidade e com um caimento perfeito oferece um toque diferenciado e macio à pele além de não limitar os movimentos a clássica bandeira new era na manga esquerda assegura toda autenticidade que só a new era proporciona;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-nba-chicago-bulls-fan-new-era-masculina/06/BRJ-7816-006/BRJ-7816-006_zoom1.jpg?ts=1747823202&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-chicago-bulls-fan-new-era-masculina/06/BRJ-7816-006/BRJ-7816-006_zoom2.jpg?ts=1747823202&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-chicago-bulls-fan-new-era-masculina/06/BRJ-7816-006/BRJ-7816-006_zoom3.jpg?ts=1747823202&ims=544x; https://static.lojanba.com/produtos/camiseta-nba-chicago-bulls-fan-new-era-masculina/06/BRJ-7816-006/BRJ-7816-006_zoom4.jpg?ts=1747823202&ims=544x";https://www.lojanba.com/p/camiseta-nba-chicago-bulls-fan-new-era-masculina-BRJ-7816-006;Gola Careca;Algodão;Chicago Bulls;Manga Curta;Medidas da Peça ( Tamanho G) - Ombro: 54 cm, Tórax: 120 cm, Comprimento: 77 cm;Contra defeito de fabricação;Nacional;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.08381575635539894
678;BRJ-4271-006-03;BONE NEW ERA 39THIRTY NBA GOLDEN STATE WARRIORS CORE;Masculino;new era;dia a dia;Não Informado;Preto;23741.0;o boné new era 39thirty é confeccionado em tecido macio e apresenta a clássica bandeira new era na lateral esquerda o interior é confortável a aba curvada protege o rosto dos raios solares as vias respiráveis na parte superior ficam responsáveis por dissipar a umidade e garantem uma sensação agradável de bem estar muito resistente conta com costuras reforçadas o que contribui no aumento da durabilidade é um cap casual vendido por tamanho com pequeno ajuste elástico sendo perfeito para um visual confortável cheio de atitude;0.0;0;S/M, M/L, L/XL;"https://static.lojanba.com/produtos/bone-new-era-39thirty-nba-golden-state-warriors-core/06/BRJ-4271-006/BRJ-4271-006_zoom1.jpg?ts=1750926565&ims=544x; https://static.lojanba.com/produtos/bone-new-era-39thirty-nba-golden-state-warriors-core/06/BRJ-4271-006/BRJ-4271-006_zoom2.jpg?ts=1750926565&ims=544x; https://static.lojanba.com/produtos/bone-new-era-39thirty-nba-golden-state-warriors-core/06/BRJ-4271-006/BRJ-4271-006_zoom3.jpg?ts=1750926565&ims=544x; https://static.lojanba.com/produtos/bone-new-era-39thirty-nba-golden-state-warriors-core/06/BRJ-4271-006/BRJ-4271-006_zoom4.jpg?ts=1750926565&ims=544x; https://static.lojanba.com/produtos/bone-new-era-39thirty-nba-golden-state-warriors-core/06/BRJ-4271-006/BRJ-4271-006_zoom5.jpg?ts=1750926565&ims=544x";https://www.lojanba.com/p/bone-new-era-39thirty-nba-golden-state-warriors-core-BRJ-4271-006;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;95%poliester 5%elastano;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Aba Curva;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.11775484520513466
679;BRJ-6781-853-03;CAMISETA NEW ERA REGULAR NBA MIAMI HEAT SPORT;Masculino;new era;dia a dia;Não Informado;Vermelho Escuro;1999.0;essa camiseta é confeccionada em malha de qualidade e com um caimento perfeito oferece um toque diferenciado e macio à pele além de não limitar os movimentos a clássica bandeira new era na manga esquerda assegura toda autenticidade que só a new era proporciona;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-new-era-regular-nba-miami-heat-sport/53/BRJ-6781-853/BRJ-6781-853_zoom1.jpg?ts=1759893768&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-regular-nba-miami-heat-sport/53/BRJ-6781-853/BRJ-6781-853_zoom2.jpg?ts=1759893768&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-regular-nba-miami-heat-sport/53/BRJ-6781-853/BRJ-6781-853_zoom3.jpg?ts=1759893768&ims=544x";https://www.lojanba.com/p/camiseta-new-era-regular-nba-miami-heat-sport-BRJ-6781-853;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.008306065945129625
680;BRJ-9031-014-03;Camiseta New Era Regular NBA Institutional Style;Masculino;new era;dia a dia;Não Informado;Branco;3399.0;essa camiseta é confeccionada em malha de qualidade e com um caimento perfeito oferece um toque diferenciado e macio à pele além de não limitar os movimentos a clássica bandeira new era na manga esquerda assegura toda autenticidade que só a new era proporciona;0.0;0;P, M, G, GG;"https://static.lojanba.com/produtos/camiseta-new-era-regular-nba-institutional-style/14/BRJ-9031-014/BRJ-9031-014_zoom1.jpg?ts=1762790363&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-regular-nba-institutional-style/14/BRJ-9031-014/BRJ-9031-014_zoom2.jpg?ts=1762790363&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-regular-nba-institutional-style/14/BRJ-9031-014/BRJ-9031-014_zoom3.jpg?ts=1762790363&ims=544x; https://static.lojanba.com/produtos/camiseta-new-era-regular-nba-institutional-style/14/BRJ-9031-014/BRJ-9031-014_zoom4.jpg?ts=1762790363&ims=544x";https://www.lojanba.com/p/camiseta-new-era-regular-nba-institutional-style-BRJ-9031-014;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;100% Algodão;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.015353637050088095
682;BRJ-8311-006-07;Boné 59Fifty Fitted NBAChicago Red Bulls Back To Masculino;Masculino;new era;dia a dia;Não Informado;Preto;3099.0;o boné new era 59fifty é confeccionado em tecido leve e recebe a bandeira new era na lateral esquerda moderna a aba reta é estilosa e proteje o rosto dos raios solares as vias respiráveis na parte superior ficam responsáveis por dissipar a umidade e garantem aquela sensação agradável de bemestar muito resistente conta com costuras reforçadas o que contribui no aumento da durabilidade os fitteds da new era são como tênis tem um número específico para cada tamanho para medir a sua cabeça use uma fita métrica exatamente onde a sweatband a faixa de tecido na parte interna do cap aonde vão as etiquetas de tamanho vai ficar quando o boné estiver em sua cabeça converta com a tabela e veja qual o 59fifty da new era que faz a tua cabeça;0.0;0;7, 8, 7 1/4, 7 1/2, 7 3/8, 7 3/4, 7 5/8, 7 7/8, 7 1/8;"https://static.lojanba.com/produtos/bone-59fifty-fitted-nbachicago-red-bulls-back-to-masculino/06/BRJ-8311-006/BRJ-8311-006_zoom1.jpg?ts=1750929322&ims=544x; https://static.lojanba.com/produtos/bone-59fifty-fitted-nbachicago-red-bulls-back-to-masculino/06/BRJ-8311-006/BRJ-8311-006_zoom2.jpg?ts=1750929322&ims=544x; https://static.lojanba.com/produtos/bone-59fifty-fitted-nbachicago-red-bulls-back-to-masculino/06/BRJ-8311-006/BRJ-8311-006_zoom3.jpg?ts=1750929322&ims=544x; https://static.lojanba.com/produtos/bone-59fifty-fitted-nbachicago-red-bulls-back-to-masculino/06/BRJ-8311-006/BRJ-8311-006_zoom4.jpg?ts=1750929322&ims=544x; https://static.lojanba.com/produtos/bone-59fifty-fitted-nbachicago-red-bulls-back-to-masculino/06/BRJ-8311-006/BRJ-8311-006_zoom5.jpg?ts=1750929322&ims=544x; https://static.lojanba.com/produtos/bone-59fifty-fitted-nbachicago-red-bulls-back-to-masculino/06/BRJ-8311-006/BRJ-8311-006_zoom6.jpg?ts=1750929322&ims=544x";https://www.lojanba.com/p/bone-59fifty-fitted-nbachicago-red-bulls-back-to-masculino-BRJ-8311-006;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Aba Reta;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.013843443241882709
